,dest_node,source_node,weight,source_class,dest_class,edge_class
11247,OMIM212050,OMIM176807,0.081993,Di,Di,Di-Di
11248,OMIM212050,OMIM178600,0.056873,Di,Di,Di-Di
11249,OMIM212050,OMIM179800,0.021168,Di,Di,Di-Di
11250,OMIM212050,OMIM181000,0.15169000000000002,Di,Di,Di-Di
11251,OMIM212050,OMIM181460,0.087359,Di,Di,Di-Di
11252,OMIM212050,OMIM181500,0.1136,Di,Di,Di-Di
11253,OMIM212050,OMIM182000,0.16452,Di,Di,Di-Di
11254,OMIM212050,OMIM182280,0.044501,Di,Di,Di-Di
11255,OMIM212050,OMIM182830,0.14304,Di,Di,Di-Di
11256,OMIM212050,OMIM184700,0.095205,Di,Di,Di-Di
11257,OMIM212050,OMIM187950,0.0361,Di,Di,Di-Di
11258,OMIM212050,OMIM188050,0.078034,Di,Di,Di-Di
11259,OMIM212050,OMIM189600,0.096651,Di,Di,Di-Di
11260,OMIM212050,OMIM189800,0.083466,Di,Di,Di-Di
11261,OMIM212050,OMIM190300,0.16188,Di,Di,Di-Di
11262,OMIM212050,OMIM190310,0.07234199999999999,Di,Di,Di-Di
11263,OMIM212050,OMIM190400,0.058728999999999996,Di,Di,Di-Di
11264,OMIM212050,OMIM191390,0.17227,Di,Di,Di-Di
11265,OMIM212050,OMIM192200,0.040552,Di,Di,Di-Di
11266,OMIM212050,OMIM194070,0.029158999999999997,Di,Di,Di-Di
11267,OMIM212050,OMIM194200,0.047139999999999994,Di,Di,Di-Di
11268,OMIM212050,OMIM200170,0.13541,Di,Di,Di-Di
11269,OMIM212050,OMIM203700,0.10393,Di,Di,Di-Di
11270,OMIM212050,OMIM208085,0.062391999999999996,Di,Di,Di-Di
11271,OMIM212050,OMIM208230,0.036598,Di,Di,Di-Di
11272,OMIM212050,OMIM208300,0.065302,Di,Di,Di-Di
11273,OMIM212050,OMIM208550,0.10769000000000001,Di,Di,Di-Di
11274,OMIM212050,OMIM208700,0.082661,Di,Di,Di-Di
11275,OMIM212050,OMIM208750,0.14400000000000002,Di,Di,Di-Di
11276,OMIM212050,OMIM208920,0.11949000000000001,Di,Di,Di-Di
11277,OMIM212050,OMIM210050,0.064653,Di,Di,Di-Di
11278,OMIM212110,OMIM102500,0.044073,Di,Di,Di-Di
11279,OMIM212110,OMIM103780,0.15082,Di,Di,Di-Di
11280,OMIM212110,OMIM104300,0.024498,Di,Di,Di-Di
11281,OMIM212110,OMIM107320,0.056961000000000005,Di,Di,Di-Di
11282,OMIM212110,OMIM107650,0.036747,Di,Di,Di-Di
11283,OMIM212110,OMIM109100,0.022317,Di,Di,Di-Di
11284,OMIM212110,OMIM113610,0.030588999999999998,Di,Di,Di-Di
11285,OMIM212110,OMIM114480,0.027837999999999998,Di,Di,Di-Di
11286,OMIM212110,OMIM114580,0.035407,Di,Di,Di-Di
11287,OMIM212110,OMIM115000,0.18199,Di,Di,Di-Di
11288,OMIM212110,OMIM115195,0.22409,Di,Di,Di-Di
11289,OMIM212110,OMIM115645,0.043709,Di,Di,Di-Di
11290,OMIM212110,OMIM125310,0.028544,Di,Di,Di-Di
11291,OMIM212110,OMIM125852,0.043595999999999996,Di,Di,Di-Di
11292,OMIM212110,OMIM125853,0.036712,Di,Di,Di-Di
11293,OMIM212110,OMIM131300,0.028297000000000003,Di,Di,Di-Di
11294,OMIM212110,OMIM140850,0.11327000000000001,Di,Di,Di-Di
11295,OMIM212110,OMIM143880,0.085298,Di,Di,Di-Di
11296,OMIM212110,OMIM144010,0.0874,Di,Di,Di-Di
11297,OMIM212110,OMIM144700,0.027949,Di,Di,Di-Di
11298,OMIM212110,OMIM145500,0.060610000000000004,Di,Di,Di-Di
11299,OMIM212110,OMIM145600,0.048116,Di,Di,Di-Di
11300,OMIM212110,OMIM146110,0.03388,Di,Di,Di-Di
11301,OMIM212110,OMIM146255,0.035038,Di,Di,Di-Di
11302,OMIM212110,OMIM146500,0.032095,Di,Di,Di-Di
11303,OMIM212110,OMIM150600,0.037862,Di,Di,Di-Di
11304,OMIM212110,OMIM152700,0.046914,Di,Di,Di-Di
11305,OMIM212110,OMIM156000,0.055635000000000004,Di,Di,Di-Di
11306,OMIM212110,OMIM157300,0.042201,Di,Di,Di-Di
11307,OMIM212110,OMIM157700,0.19632,Di,Di,Di-Di
11308,OMIM212110,OMIM161900,0.036704,Di,Di,Di-Di
11309,OMIM212110,OMIM166300,0.06748,Di,Di,Di-Di
11310,OMIM212110,OMIM167870,0.079964,Di,Di,Di-Di
11311,OMIM212110,OMIM170900,0.049991,Di,Di,Di-Di
11312,OMIM212110,OMIM171300,0.097551,Di,Di,Di-Di
11313,OMIM212110,OMIM173200,0.06250700000000001,Di,Di,Di-Di
11314,OMIM212110,OMIM175100,0.033158,Di,Di,Di-Di
11315,OMIM212110,OMIM178600,0.1029,Di,Di,Di-Di
11316,OMIM212110,OMIM179600,0.09400900000000001,Di,Di,Di-Di
11317,OMIM212110,OMIM181000,0.027357,Di,Di,Di-Di
11318,OMIM212110,OMIM184700,0.056741,Di,Di,Di-Di
11319,OMIM212110,OMIM187950,0.067242,Di,Di,Di-Di
11320,OMIM212110,OMIM188030,0.045717,Di,Di,Di-Di
11321,OMIM212110,OMIM188050,0.048401,Di,Di,Di-Di
11322,OMIM212110,OMIM189800,0.050056,Di,Di,Di-Di
11323,OMIM212110,OMIM190300,0.037237,Di,Di,Di-Di
11324,OMIM212110,OMIM192200,0.15128,Di,Di,Di-Di
11325,OMIM212110,OMIM194070,0.081575,Di,Di,Di-Di
11326,OMIM212110,OMIM194200,0.18354,Di,Di,Di-Di
11327,OMIM212110,OMIM203700,0.026686,Di,Di,Di-Di
11328,OMIM212110,OMIM208750,0.22285,Di,Di,Di-Di
11329,OMIM212110,OMIM208920,0.03494,Di,Di,Di-Di
11330,OMIM212110,OMIM210050,0.039682999999999996,Di,Di,Di-Di
11331,OMIM212112,OMIM102100,0.03038,Di,Di,Di-Di
11332,OMIM212112,OMIM102300,0.10726,Di,Di,Di-Di
11333,OMIM212112,OMIM102500,0.11168,Di,Di,Di-Di
11334,OMIM212112,OMIM103100,0.087626,Di,Di,Di-Di
11335,OMIM212112,OMIM103780,0.21493,Di,Di,Di-Di
11336,OMIM212112,OMIM104130,0.11664000000000001,Di,Di,Di-Di
11337,OMIM212112,OMIM104300,0.10797000000000001,Di,Di,Di-Di
11338,OMIM212112,OMIM107320,0.12599000000000002,Di,Di,Di-Di
11339,OMIM212112,OMIM107550,0.074478,Di,Di,Di-Di
11340,OMIM212112,OMIM107650,0.086838,Di,Di,Di-Di
11341,OMIM212112,OMIM109100,0.06941599999999999,Di,Di,Di-Di
11342,OMIM212112,OMIM109200,0.069846,Di,Di,Di-Di
11343,OMIM212112,OMIM110100,0.14089000000000002,Di,Di,Di-Di
11344,OMIM212112,OMIM113610,0.05720599999999999,Di,Di,Di-Di
11345,OMIM212112,OMIM114480,0.10395,Di,Di,Di-Di
11346,OMIM212112,OMIM114500,0.017102000000000003,Di,Di,Di-Di
11347,OMIM212112,OMIM114550,0.02001,Di,Di,Di-Di
11348,OMIM212112,OMIM114580,0.1102,Di,Di,Di-Di
11349,OMIM212112,OMIM115000,0.11292999999999999,Di,Di,Di-Di
11350,OMIM212112,OMIM115195,0.22741999999999998,Di,Di,Di-Di
11351,OMIM212112,OMIM115645,0.05424,Di,Di,Di-Di
11352,OMIM212112,OMIM119500,0.072558,Di,Di,Di-Di
11353,OMIM212112,OMIM121200,0.06829500000000001,Di,Di,Di-Di
11354,OMIM212112,OMIM121201,0.090351,Di,Di,Di-Di
11355,OMIM212112,OMIM125310,0.08885599999999999,Di,Di,Di-Di
11356,OMIM212112,OMIM125320,0.08948500000000001,Di,Di,Di-Di
11357,OMIM212112,OMIM125700,0.06105,Di,Di,Di-Di
11358,OMIM212112,OMIM125850,0.032303,Di,Di,Di-Di
11359,OMIM212112,OMIM125851,0.04305,Di,Di,Di-Di
11360,OMIM212112,OMIM125852,0.054092999999999995,Di,Di,Di-Di
11361,OMIM212112,OMIM125853,0.045562,Di,Di,Di-Di
11362,OMIM212112,OMIM126200,0.075588,Di,Di,Di-Di
11363,OMIM212112,OMIM127350,0.0291,Di,Di,Di-Di
11364,OMIM212112,OMIM127750,0.09277300000000001,Di,Di,Di-Di
11365,OMIM212112,OMIM128101,0.06348,Di,Di,Di-Di
11366,OMIM212112,OMIM131300,0.10577,Di,Di,Di-Di
11367,OMIM212112,OMIM132090,0.12675999999999998,Di,Di,Di-Di
11368,OMIM212112,OMIM132100,0.15307,Di,Di,Di-Di
11369,OMIM212112,OMIM132300,0.086907,Di,Di,Di-Di
11370,OMIM212112,OMIM135550,0.065662,Di,Di,Di-Di
11371,OMIM212112,OMIM137580,0.099299,Di,Di,Di-Di
11372,OMIM212112,OMIM137750,0.0818,Di,Di,Di-Di
11373,OMIM212112,OMIM137760,0.066919,Di,Di,Di-Di
11374,OMIM212112,OMIM137800,0.036347000000000004,Di,Di,Di-Di
11375,OMIM212112,OMIM138800,0.037781,Di,Di,Di-Di
11376,OMIM212112,OMIM140300,0.083362,Di,Di,Di-Di
11377,OMIM212112,OMIM140850,0.07028200000000001,Di,Di,Di-Di
11378,OMIM212112,OMIM143100,0.065673,Di,Di,Di-Di
11379,OMIM212112,OMIM143500,0.044038,Di,Di,Di-Di
11380,OMIM212112,OMIM143880,0.16217,Di,Di,Di-Di
11381,OMIM212112,OMIM144010,0.1601,Di,Di,Di-Di
11382,OMIM212112,OMIM144650,0.036437,Di,Di,Di-Di
11383,OMIM212112,OMIM144700,0.034645999999999996,Di,Di,Di-Di
11384,OMIM212112,OMIM145500,0.09413400000000001,Di,Di,Di-Di
11385,OMIM212112,OMIM145590,0.0873,Di,Di,Di-Di
11386,OMIM212112,OMIM145600,0.13697,Di,Di,Di-Di
11387,OMIM212112,OMIM146110,0.18996,Di,Di,Di-Di
11388,OMIM212112,OMIM146255,0.10864000000000001,Di,Di,Di-Di
11389,OMIM212112,OMIM146500,0.099774,Di,Di,Di-Di
11390,OMIM212112,OMIM147530,0.064204,Di,Di,Di-Di
11391,OMIM212112,OMIM150600,0.023472999999999997,Di,Di,Di-Di
11392,OMIM212112,OMIM152700,0.14795999999999998,Di,Di,Di-Di
11393,OMIM212112,OMIM153880,0.09590599999999999,Di,Di,Di-Di
11394,OMIM212112,OMIM154276,0.034687,Di,Di,Di-Di
11395,OMIM212112,OMIM155100,0.068324,Di,Di,Di-Di
11396,OMIM212112,OMIM155600,0.034983999999999994,Di,Di,Di-Di
11397,OMIM212112,OMIM156000,0.10346,Di,Di,Di-Di
11398,OMIM212112,OMIM156190,0.15472,Di,Di,Di-Di
11399,OMIM212112,OMIM157300,0.13134,Di,Di,Di-Di
11400,OMIM212112,OMIM157700,0.22008000000000003,Di,Di,Di-Di
11401,OMIM212112,OMIM160300,0.0419,Di,Di,Di-Di
11402,OMIM212112,OMIM160750,0.07499299999999999,Di,Di,Di-Di
11403,OMIM212112,OMIM161900,0.06824,Di,Di,Di-Di
11404,OMIM212112,OMIM164230,0.080032,Di,Di,Di-Di
11405,OMIM212112,OMIM165150,0.20908000000000002,Di,Di,Di-Di
11406,OMIM212112,OMIM165199,0.11865999999999999,Di,Di,Di-Di
11407,OMIM212112,OMIM165720,0.06818099999999999,Di,Di,Di-Di
11408,OMIM212112,OMIM166300,0.063025,Di,Di,Di-Di
11409,OMIM212112,OMIM166710,0.025776,Di,Di,Di-Di
11410,OMIM212112,OMIM167320,0.053061000000000004,Di,Di,Di-Di
11411,OMIM212112,OMIM167870,0.099096,Di,Di,Di-Di
11412,OMIM212112,OMIM168100,0.084958,Di,Di,Di-Di
11413,OMIM212112,OMIM168600,0.092487,Di,Di,Di-Di
11414,OMIM212112,OMIM170900,0.030993,Di,Di,Di-Di
11415,OMIM212112,OMIM171300,0.10547000000000001,Di,Di,Di-Di
11416,OMIM212112,OMIM173200,0.038752999999999996,Di,Di,Di-Di
11417,OMIM212112,OMIM174800,0.068327,Di,Di,Di-Di
11418,OMIM212112,OMIM175100,0.10587,Di,Di,Di-Di
11419,OMIM212112,OMIM176807,0.071502,Di,Di,Di-Di
11420,OMIM212112,OMIM178600,0.11080999999999999,Di,Di,Di-Di
11421,OMIM212112,OMIM179600,0.058283,Di,Di,Di-Di
11422,OMIM212112,OMIM179800,0.048881,Di,Di,Di-Di
11423,OMIM212112,OMIM181000,0.067843,Di,Di,Di-Di
11424,OMIM212112,OMIM181500,0.08784199999999999,Di,Di,Di-Di
11425,OMIM212112,OMIM182280,0.023322,Di,Di,Di-Di
11426,OMIM212112,OMIM182830,0.12345999999999999,Di,Di,Di-Di
11427,OMIM212112,OMIM184700,0.08833200000000001,Di,Di,Di-Di
11428,OMIM212112,OMIM187950,0.06252200000000001,Di,Di,Di-Di
11429,OMIM212112,OMIM188030,0.028343,Di,Di,Di-Di
11430,OMIM212112,OMIM188050,0.059994000000000006,Di,Di,Di-Di
11431,OMIM212112,OMIM188470,0.034142,Di,Di,Di-Di
11432,OMIM212112,OMIM189600,0.072652,Di,Di,Di-Di
11433,OMIM212112,OMIM189800,0.031032999999999998,Di,Di,Di-Di
11434,OMIM212112,OMIM190300,0.09252,Di,Di,Di-Di
11435,OMIM212112,OMIM190310,0.08333099999999999,Di,Di,Di-Di
11436,OMIM212112,OMIM190400,0.067772,Di,Di,Di-Di
11437,OMIM212112,OMIM191390,0.019457,Di,Di,Di-Di
11438,OMIM212112,OMIM192200,0.09386699999999999,Di,Di,Di-Di
11439,OMIM212112,OMIM194070,0.18599000000000002,Di,Di,Di-Di
11440,OMIM212112,OMIM194200,0.28148,Di,Di,Di-Di
11441,OMIM212112,OMIM200170,0.058813,Di,Di,Di-Di
11442,OMIM212112,OMIM203700,0.10161,Di,Di,Di-Di
11443,OMIM212112,OMIM208230,0.063471,Di,Di,Di-Di
11444,OMIM212112,OMIM208300,0.037672000000000004,Di,Di,Di-Di
11445,OMIM212112,OMIM208700,0.062979,Di,Di,Di-Di
11446,OMIM212112,OMIM208750,0.36585,Di,Di,Di-Di
11447,OMIM212112,OMIM208920,0.13309,Di,Di,Di-Di
11448,OMIM212112,OMIM210050,0.07381599999999999,Di,Di,Di-Di
11449,OMIM212112,OMIM212050,0.032908,Di,Di,Di-Di
11450,OMIM212112,OMIM212110,0.58006,Di,Di,Di-Di
11451,OMIM212130,OMIM102100,0.037052,Di,Di,Di-Di
11452,OMIM212130,OMIM102300,0.043274,Di,Di,Di-Di
11453,OMIM212130,OMIM102400,0.07724400000000001,Di,Di,Di-Di
11454,OMIM212130,OMIM102500,0.12061,Di,Di,Di-Di
11455,OMIM212130,OMIM103100,0.071358,Di,Di,Di-Di
11456,OMIM212130,OMIM103780,0.16084,Di,Di,Di-Di
11457,OMIM212130,OMIM104130,0.032537,Di,Di,Di-Di
11458,OMIM212130,OMIM104300,0.036872,Di,Di,Di-Di
11459,OMIM212130,OMIM106400,0.095769,Di,Di,Di-Di
11460,OMIM212130,OMIM107320,0.12884,Di,Di,Di-Di
11461,OMIM212130,OMIM107650,0.11456,Di,Di,Di-Di
11462,OMIM212130,OMIM109100,0.084234,Di,Di,Di-Di
11463,OMIM212130,OMIM110100,0.08913099999999999,Di,Di,Di-Di
11464,OMIM212130,OMIM113610,0.15009,Di,Di,Di-Di
11465,OMIM212130,OMIM114480,0.062966,Di,Di,Di-Di
11466,OMIM212130,OMIM114550,0.024299,Di,Di,Di-Di
11467,OMIM212130,OMIM114580,0.05329,Di,Di,Di-Di
11468,OMIM212130,OMIM115000,0.13717000000000001,Di,Di,Di-Di
11469,OMIM212130,OMIM115195,0.78922,Di,Di,Di-Di
11470,OMIM212130,OMIM115645,0.032905000000000004,Di,Di,Di-Di
11471,OMIM212130,OMIM119500,0.094072,Di,Di,Di-Di
11472,OMIM212130,OMIM121200,0.041455,Di,Di,Di-Di
11473,OMIM212130,OMIM121201,0.054817,Di,Di,Di-Di
11474,OMIM212130,OMIM125310,0.089275,Di,Di,Di-Di
11475,OMIM212130,OMIM125320,0.036102999999999996,Di,Di,Di-Di
11476,OMIM212130,OMIM125600,0.047005,Di,Di,Di-Di
11477,OMIM212130,OMIM125700,0.073977,Di,Di,Di-Di
11478,OMIM212130,OMIM125852,0.065835,Di,Di,Di-Di
11479,OMIM212130,OMIM125853,0.088326,Di,Di,Di-Di
11480,OMIM212130,OMIM126200,0.078707,Di,Di,Di-Di
11481,OMIM212130,OMIM127350,0.070437,Di,Di,Di-Di
11482,OMIM212130,OMIM127750,0.028088,Di,Di,Di-Di
11483,OMIM212130,OMIM128101,0.038524,Di,Di,Di-Di
11484,OMIM212130,OMIM131300,0.16055999999999998,Di,Di,Di-Di
11485,OMIM212130,OMIM132090,0.076875,Di,Di,Di-Di
11486,OMIM212130,OMIM132100,0.061824000000000004,Di,Di,Di-Di
11487,OMIM212130,OMIM132300,0.10575,Di,Di,Di-Di
11488,OMIM212130,OMIM133239,0.028426,Di,Di,Di-Di
11489,OMIM212130,OMIM133600,0.062480999999999995,Di,Di,Di-Di
11490,OMIM212130,OMIM133690,0.044493,Di,Di,Di-Di
11491,OMIM212130,OMIM134520,0.073499,Di,Di,Di-Di
11492,OMIM212130,OMIM134750,0.089768,Di,Di,Di-Di
11493,OMIM212130,OMIM135550,0.039859,Di,Di,Di-Di
11494,OMIM212130,OMIM137215,0.023454,Di,Di,Di-Di
11495,OMIM212130,OMIM137580,0.023594999999999998,Di,Di,Di-Di
11496,OMIM212130,OMIM137750,0.066265,Di,Di,Di-Di
11497,OMIM212130,OMIM137760,0.05421,Di,Di,Di-Di
11498,OMIM212130,OMIM137800,0.072635,Di,Di,Di-Di
11499,OMIM212130,OMIM140300,0.10869000000000001,Di,Di,Di-Di
11500,OMIM212130,OMIM140600,0.1174,Di,Di,Di-Di
11501,OMIM212130,OMIM140850,0.085373,Di,Di,Di-Di
11502,OMIM212130,OMIM143100,0.084221,Di,Di,Di-Di
11503,OMIM212130,OMIM143500,0.026717,Di,Di,Di-Di
11504,OMIM212130,OMIM143880,0.16801,Di,Di,Di-Di
11505,OMIM212130,OMIM144010,0.09788999999999999,Di,Di,Di-Di
11506,OMIM212130,OMIM144700,0.087371,Di,Di,Di-Di
11507,OMIM212130,OMIM145500,0.068451,Di,Di,Di-Di
11508,OMIM212130,OMIM145590,0.052998,Di,Di,Di-Di
11509,OMIM212130,OMIM145600,0.15705999999999998,Di,Di,Di-Di
11510,OMIM212130,OMIM146110,0.076632,Di,Di,Di-Di
11511,OMIM212130,OMIM146255,0.052743,Di,Di,Di-Di
11512,OMIM212130,OMIM146500,0.10275,Di,Di,Di-Di
11513,OMIM212130,OMIM147530,0.078223,Di,Di,Di-Di
11514,OMIM212130,OMIM148100,0.047494,Di,Di,Di-Di
11515,OMIM212130,OMIM150600,0.08576900000000001,Di,Di,Di-Di
11516,OMIM212130,OMIM150699,0.076609,Di,Di,Di-Di
11517,OMIM212130,OMIM151400,0.026282999999999997,Di,Di,Di-Di
11518,OMIM212130,OMIM152700,0.12887,Di,Di,Di-Di
11519,OMIM212130,OMIM153880,0.077545,Di,Di,Di-Di
11520,OMIM212130,OMIM154276,0.30213,Di,Di,Di-Di
11521,OMIM212130,OMIM155100,0.05544400000000001,Di,Di,Di-Di
11522,OMIM212130,OMIM156000,0.083748,Di,Di,Di-Di
11523,OMIM212130,OMIM156190,0.069363,Di,Di,Di-Di
11524,OMIM212130,OMIM157300,0.06353099999999999,Di,Di,Di-Di
11525,OMIM212130,OMIM157700,0.24705,Di,Di,Di-Di
11526,OMIM212130,OMIM157950,0.062625,Di,Di,Di-Di
11527,OMIM212130,OMIM160300,0.21891,Di,Di,Di-Di
11528,OMIM212130,OMIM160750,0.30083000000000004,Di,Di,Di-Di
11529,OMIM212130,OMIM161900,0.08293099999999999,Di,Di,Di-Di
11530,OMIM212130,OMIM164230,0.048586000000000004,Di,Di,Di-Di
11531,OMIM212130,OMIM165150,0.045587,Di,Di,Di-Di
11532,OMIM212130,OMIM165199,0.097243,Di,Di,Di-Di
11533,OMIM212130,OMIM165720,0.12455,Di,Di,Di-Di
11534,OMIM212130,OMIM166300,0.12744,Di,Di,Di-Di
11535,OMIM212130,OMIM166710,0.06278500000000001,Di,Di,Di-Di
11536,OMIM212130,OMIM166760,0.0478,Di,Di,Di-Di
11537,OMIM212130,OMIM167320,0.13677999999999998,Di,Di,Di-Di
11538,OMIM212130,OMIM167870,0.15064,Di,Di,Di-Di
11539,OMIM212130,OMIM168100,0.034275,Di,Di,Di-Di
11540,OMIM212130,OMIM168600,0.073601,Di,Di,Di-Di
11541,OMIM212130,OMIM170900,0.037635,Di,Di,Di-Di
11542,OMIM212130,OMIM171300,0.063644,Di,Di,Di-Di
11543,OMIM212130,OMIM173200,0.047057,Di,Di,Di-Di
11544,OMIM212130,OMIM174800,0.049618999999999996,Di,Di,Di-Di
11545,OMIM212130,OMIM175100,0.089404,Di,Di,Di-Di
11546,OMIM212130,OMIM176800,0.06130700000000001,Di,Di,Di-Di
11547,OMIM212130,OMIM176807,0.028705,Di,Di,Di-Di
11548,OMIM212130,OMIM178600,0.07684400000000001,Di,Di,Di-Di
11549,OMIM212130,OMIM179600,0.070773,Di,Di,Di-Di
11550,OMIM212130,OMIM179800,0.16302,Di,Di,Di-Di
11551,OMIM212130,OMIM179830,0.041825,Di,Di,Di-Di
11552,OMIM212130,OMIM181000,0.10644,Di,Di,Di-Di
11553,OMIM212130,OMIM181500,0.025718,Di,Di,Di-Di
11554,OMIM212130,OMIM182000,0.043786,Di,Di,Di-Di
11555,OMIM212130,OMIM182830,0.049955,Di,Di,Di-Di
11556,OMIM212130,OMIM184700,0.064082,Di,Di,Di-Di
11557,OMIM212130,OMIM187950,0.07594,Di,Di,Di-Di
11558,OMIM212130,OMIM188030,0.034417,Di,Di,Di-Di
11559,OMIM212130,OMIM188050,0.072852,Di,Di,Di-Di
11560,OMIM212130,OMIM189600,0.14367,Di,Di,Di-Di
11561,OMIM212130,OMIM189800,0.037683999999999995,Di,Di,Di-Di
11562,OMIM212130,OMIM190300,0.18054,Di,Di,Di-Di
11563,OMIM212130,OMIM190310,0.050586,Di,Di,Di-Di
11564,OMIM212130,OMIM190400,0.0823,Di,Di,Di-Di
11565,OMIM212130,OMIM191390,0.071079,Di,Di,Di-Di
11566,OMIM212130,OMIM192200,0.17099,Di,Di,Di-Di
11567,OMIM212130,OMIM194070,0.2566,Di,Di,Di-Di
11568,OMIM212130,OMIM194200,0.32359,Di,Di,Di-Di
11569,OMIM212130,OMIM200170,0.11760999999999999,Di,Di,Di-Di
11570,OMIM212130,OMIM203700,0.080524,Di,Di,Di-Di
11571,OMIM212130,OMIM208085,0.086278,Di,Di,Di-Di
11572,OMIM212130,OMIM208230,0.14190999999999998,Di,Di,Di-Di
11573,OMIM212130,OMIM208700,0.077577,Di,Di,Di-Di
11574,OMIM212130,OMIM208750,0.15633,Di,Di,Di-Di
11575,OMIM212130,OMIM208920,0.07918700000000001,Di,Di,Di-Di
11576,OMIM212130,OMIM210050,0.05972,Di,Di,Di-Di
11577,OMIM212130,OMIM212050,0.039963,Di,Di,Di-Di
11578,OMIM212130,OMIM212110,0.24361,Di,Di,Di-Di
11579,OMIM212130,OMIM212112,0.24991999999999998,Di,Di,Di-Di
11580,OMIM212140,OMIM102100,0.084444,Di,Di,Di-Di
11581,OMIM212140,OMIM102300,0.11780999999999998,Di,Di,Di-Di
11582,OMIM212140,OMIM102400,0.07598200000000001,Di,Di,Di-Di
11583,OMIM212140,OMIM102500,0.17481,Di,Di,Di-Di
11584,OMIM212140,OMIM103100,0.054388,Di,Di,Di-Di
11585,OMIM212140,OMIM103780,0.22659,Di,Di,Di-Di
11586,OMIM212140,OMIM104130,0.16105999999999998,Di,Di,Di-Di
11587,OMIM212140,OMIM104300,0.27404,Di,Di,Di-Di
11588,OMIM212140,OMIM106400,0.093434,Di,Di,Di-Di
11589,OMIM212140,OMIM107320,0.16704000000000002,Di,Di,Di-Di
11590,OMIM212140,OMIM107550,0.072136,Di,Di,Di-Di
11591,OMIM212140,OMIM107650,0.2189,Di,Di,Di-Di
11592,OMIM212140,OMIM109100,0.16566,Di,Di,Di-Di
11593,OMIM212140,OMIM109200,0.048402,Di,Di,Di-Di
11594,OMIM212140,OMIM109350,0.044282,Di,Di,Di-Di
11595,OMIM212140,OMIM109800,0.10227,Di,Di,Di-Di
11596,OMIM212140,OMIM110100,0.14670999999999998,Di,Di,Di-Di
11597,OMIM212140,OMIM113610,0.17986,Di,Di,Di-Di
11598,OMIM212140,OMIM114480,0.22969,Di,Di,Di-Di
11599,OMIM212140,OMIM114500,0.15003,Di,Di,Di-Di
11600,OMIM212140,OMIM114550,0.22304000000000002,Di,Di,Di-Di
11601,OMIM212140,OMIM114580,0.16998,Di,Di,Di-Di
11602,OMIM212140,OMIM115000,0.15116,Di,Di,Di-Di
11603,OMIM212140,OMIM115195,0.19257,Di,Di,Di-Di
11604,OMIM212140,OMIM115300,0.27369,Di,Di,Di-Di
11605,OMIM212140,OMIM115645,0.09144400000000001,Di,Di,Di-Di
11606,OMIM212140,OMIM119500,0.13180999999999998,Di,Di,Di-Di
11607,OMIM212140,OMIM121200,0.11195999999999999,Di,Di,Di-Di
11608,OMIM212140,OMIM121201,0.14936,Di,Di,Di-Di
11609,OMIM212140,OMIM125310,0.18257,Di,Di,Di-Di
11610,OMIM212140,OMIM125320,0.097339,Di,Di,Di-Di
11611,OMIM212140,OMIM125600,0.057293,Di,Di,Di-Di
11612,OMIM212140,OMIM125700,0.16637000000000002,Di,Di,Di-Di
11613,OMIM212140,OMIM125850,0.31255,Di,Di,Di-Di
11614,OMIM212140,OMIM125851,0.12367,Di,Di,Di-Di
11615,OMIM212140,OMIM125852,0.17929,Di,Di,Di-Di
11616,OMIM212140,OMIM125853,0.2589,Di,Di,Di-Di
11617,OMIM212140,OMIM126200,0.17367,Di,Di,Di-Di
11618,OMIM212140,OMIM127350,0.042026,Di,Di,Di-Di
11619,OMIM212140,OMIM127750,0.14331,Di,Di,Di-Di
11620,OMIM212140,OMIM128101,0.1792,Di,Di,Di-Di
11621,OMIM212140,OMIM131200,0.0348,Di,Di,Di-Di
11622,OMIM212140,OMIM131300,0.22366,Di,Di,Di-Di
11623,OMIM212140,OMIM131440,0.10592,Di,Di,Di-Di
11624,OMIM212140,OMIM132090,0.11778,Di,Di,Di-Di
11625,OMIM212140,OMIM132100,0.094693,Di,Di,Di-Di
11626,OMIM212140,OMIM132300,0.10092999999999999,Di,Di,Di-Di
11627,OMIM212140,OMIM133239,0.12120999999999998,Di,Di,Di-Di
11628,OMIM212140,OMIM133600,0.074748,Di,Di,Di-Di
11629,OMIM212140,OMIM133690,0.11163,Di,Di,Di-Di
11630,OMIM212140,OMIM134430,0.023719999999999998,Di,Di,Di-Di
11631,OMIM212140,OMIM134500,0.14012,Di,Di,Di-Di
11632,OMIM212140,OMIM134510,0.1143,Di,Di,Di-Di
11633,OMIM212140,OMIM134520,0.070733,Di,Di,Di-Di
11634,OMIM212140,OMIM134750,0.069533,Di,Di,Di-Di
11635,OMIM212140,OMIM135550,0.061152,Di,Di,Di-Di
11636,OMIM212140,OMIM136200,0.06364,Di,Di,Di-Di
11637,OMIM212140,OMIM137215,0.1439,Di,Di,Di-Di
11638,OMIM212140,OMIM137400,0.020365,Di,Di,Di-Di
11639,OMIM212140,OMIM137580,0.19402,Di,Di,Di-Di
11640,OMIM212140,OMIM137750,0.063309,Di,Di,Di-Di
11641,OMIM212140,OMIM137760,0.13685999999999998,Di,Di,Di-Di
11642,OMIM212140,OMIM137800,0.21648,Di,Di,Di-Di
11643,OMIM212140,OMIM140300,0.24406999999999998,Di,Di,Di-Di
11644,OMIM212140,OMIM140600,0.06867899999999999,Di,Di,Di-Di
